customer_id,account_id,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,loan_status,approved_by,approved_date,created_at,outstanding_balance,paid_emi_count,next_emi_date,rejection_reason
368,424,Home Loan,5027000,9.4,228,47375.08,2023-11-02,2042-11-02,Active,61,2023-10-09,2023-11-02,9238140.60,33,2026-09-02,
760,101,Home Loan,2532000,9.41,228,23878.14,2023-12-27,2042-12-27,Approved,10,2023-11-29,2023-12-27,4680115.44,32,2026-09-27,
910,1139,Personal Loan,731000,14.23,36,25065.58,2022-04-20,2025-04-20,Closed,69,2022-04-08,2022-04-20,0.00,36,,
822,131,Education Loan,1799000,7.72,168,17549.02,2024-05-09,2038-05-09,Defaulted,3,2024-05-06,2024-05-09,2474411.82,27,2026-09-09,
90,926,Car Loan,2249000,9.53,60,47266.16,2023-10-14,2028-10-14,Pending,,,2023-10-14,2249000,0,,
953,1458,Personal Loan,852000,11.43,84,14781.66,2024-03-06,2031-03-06,Pending,,,2024-03-06,852000,0,,
823,1058,Business Loan,1700000,15.81,60,41169.27,2025-05-01,2030-05-01,Closed,56,2025-04-22,2025-05-01,0.00,60,,
218,224,Personal Loan,445000,11.58,72,8602.95,2026-03-01,2032-03-01,Defaulted,72,2026-01-30,2026-03-01,576397.65,5,2026-09-01,
735,220,Home Loan,2480000,7.75,120,29762.64,2023-12-22,2033-12-22,Active,51,2023-12-03,2023-12-22,2619112.32,32,2026-09-22,
443,1151,Car Loan,459000,9.84,84,7582.05,2026-04-03,2033-04-03,Active,96,2026-03-07,2026-04-03,606564.00,4,2026-09-03,
954,555,Education Loan,224000,6.88,168,2080.53,2024-07-04,2038-07-04,Closed,42,2024-06-21,2024-07-04,0.00,168,,
639,425,Home Loan,1904000,9.02,228,17481.86,2026-01-01,2045-01-01,Closed,37,2025-12-17,2026-01-01,0.00,228,,
692,391,Home Loan,4983000,7.59,168,48244.56,2026-07-09,2040-07-09,Closed,26,2026-07-02,2026-07-09,0.00,168,,
33,1351,Personal Loan,648000,14.93,48,18011.34,2021-12-01,2025-12-01,Active,41,2021-11-05,2021-12-01,0.00,48,2026-01-01,
612,1388,Personal Loan,1390000,16.38,60,34083.39,2022-06-16,2027-06-16,Approved,69,2022-06-12,2022-06-16,340833.90,50,2026-09-16,
974,866,Car Loan,1004000,8.29,48,24647.47,2024-10-28,2028-10-28,Approved,42,2024-10-19,2024-10-28,640834.22,22,2026-09-28,
254,588,Gold Loan,888000,9.06,60,18459.29,2022-10-11,2027-10-11,Pending,,,2022-10-11,888000,0,,
222,468,Car Loan,2239000,10.56,84,37821.11,2023-12-25,2030-12-25,Active,14,2023-12-22,2023-12-25,1966697.72,32,2026-09-25,
372,890,Business Loan,1211000,15.22,60,28949.64,2021-09-19,2026-09-19,Active,93,2021-09-03,2021-09-19,28949.64,59,2026-09-19,
599,1463,Home Loan,1668000,9.39,180,17307.12,2023-03-09,2038-03-09,Closed,11,2023-02-21,2023-03-09,0.00,180,,
687,893,Personal Loan,775000,13.03,36,26124.01,2025-05-10,2028-05-10,Defaulted,16,2025-04-19,2025-05-10,548604.21,15,2026-09-10,
709,1293,Personal Loan,1239000,10.77,60,26796.96,2024-10-10,2029-10-10,Active,31,2024-09-18,2024-10-10,1018284.48,22,2026-09-10,
621,320,Home Loan,1219000,8.62,192,11722.58,2022-08-10,2038-08-10,Active,87,2022-07-20,2022-08-10,1688051.52,48,2026-09-10,
142,1327,Car Loan,947000,10.46,84,15947.32,2026-02-23,2033-02-23,Defaulted,7,2026-02-05,2026-02-23,1243890.96,6,2026-09-23,
436,1173,Personal Loan,395000,13.97,36,13494.41,2022-06-30,2025-06-30,Defaulted,58,2022-06-22,2022-06-30,40483.23,33,2025-04-30,
831,549,Gold Loan,387000,9.53,12,33938.91,2024-06-19,2025-06-19,Pending,,,2024-06-19,387000,0,,
613,929,Gold Loan,992000,9.05,24,45342.03,2025-12-31,2027-12-31,Pending,,,2025-12-31,992000,0,,
743,33,Home Loan,7988000,8.92,168,83416.02,2024-08-19,2038-08-19,Approved,52,2024-08-05,2024-08-19,12011906.88,24,2026-09-19,
77,73,Home Loan,5421000,7.97,228,46222.76,2024-05-08,2043-05-08,Defaulted,27,2024-04-27,2024-05-08,9290774.76,27,2026-09-08,
307,59,Gold Loan,930000,9.39,24,42653.42,2026-06-03,2028-06-03,Rejected,,,2026-06-03,0.00,0,,Eligibility criteria not met
594,1274,Personal Loan,140000,12.49,36,4682.84,2024-12-13,2027-12-13,Active,11,2024-11-25,2024-12-13,74925.44,20,2026-09-13,
120,1003,Business Loan,626000,10.32,48,15973.35,2024-10-04,2028-10-04,Closed,54,2024-09-05,2024-10-04,0.00,48,,
831,139,Car Loan,1443000,8.35,36,45451.73,2023-10-04,2026-10-04,Closed,21,2023-09-25,2023-10-04,0.00,36,,
414,209,Gold Loan,827000,12.01,60,18400.34,2023-09-02,2028-09-02,Closed,59,2023-08-10,2023-09-02,0.00,60,,
493,844,Education Loan,557000,10.34,96,8552.55,2025-04-07,2033-04-07,Closed,15,2025-03-20,2025-04-07,0.00,96,,
102,585,Gold Loan,329000,11.58,24,15422.72,2026-05-19,2028-05-19,Active,69,2026-05-17,2026-05-19,323877.12,3,2026-09-19,
1,342,Education Loan,1972000,8.42,132,22959.61,2023-01-29,2034-01-29,Active,61,2023-01-09,2023-01-29,2043405.29,43,2026-09-29,
291,692,Gold Loan,945000,11.01,24,44048.79,2022-09-05,2024-09-05,Closed,62,2022-09-01,2022-09-05,0.00,24,,
142,504,Car Loan,1343000,9.71,72,24684.25,2024-06-04,2030-06-04,Active,18,2024-05-18,2024-06-04,1135475.50,26,2026-09-04,
269,1454,Personal Loan,1386000,10.64,72,26126.38,2022-05-30,2028-05-30,Defaulted,82,2022-05-15,2022-05-30,548653.98,51,2026-09-30,
126,683,Home Loan,4849000,7.84,180,45892.79,2025-04-09,2040-04-09,Closed,53,2025-04-05,2025-04-09,0.00,180,,
621,882,Personal Loan,793000,10.96,12,70071.86,2024-06-14,2025-06-14,Active,14,2024-06-05,2024-06-14,0.00,12,2025-07-14,
547,695,Business Loan,1084000,11.52,96,17333.45,2022-03-10,2030-03-10,Closed,21,2022-03-08,2022-03-10,0.00,96,,
57,850,Education Loan,569000,6.53,60,11141.14,2023-12-09,2028-12-09,Rejected,,,2023-12-09,0.00,0,,Insufficient income
774,1191,Education Loan,515000,8.34,120,6341.28,2025-11-19,2035-11-19,Active,25,2025-11-09,2025-11-19,703882.08,9,2026-09-19,
283,453,Gold Loan,823000,10.0,60,17486.32,2025-12-09,2030-12-09,Closed,58,2025-11-20,2025-12-09,0.00,60,,
884,1283,Business Loan,4009000,12.67,108,62398.08,2025-07-05,2034-07-05,Active,68,2025-06-13,2025-07-05,5927817.60,13,2026-09-05,
879,1200,Home Loan,4291000,7.83,192,39261.74,2025-09-17,2041-09-17,Approved,45,2025-09-08,2025-09-17,7106374.94,11,2026-09-17,
230,648,Car Loan,1085000,9.08,48,27041.51,2023-04-07,2027-04-07,Defaulted,57,2023-03-29,2023-04-07,216332.08,40,2026-09-07,
288,271,Education Loan,604000,9.83,120,7925.15,2023-02-26,2033-02-26,Closed,84,2023-02-11,2023-02-26,0.00,120,,
846,662,Home Loan,2485000,7.41,204,21456.57,2026-04-29,2043-04-29,Pending,,,2026-04-29,2485000,0,,
395,777,Business Loan,4640000,10.97,72,88246.85,2026-03-25,2032-03-25,Active,62,2026-03-16,2026-03-25,5912538.95,5,2026-09-25,
160,1039,Home Loan,2501000,8.92,144,28349.58,2022-10-24,2034-10-24,Active,26,2022-09-28,2022-10-24,2778258.84,46,2026-09-24,
191,518,Personal Loan,871000,16.61,84,17603.83,2025-08-17,2032-08-17,Active,61,2025-07-21,2025-08-17,1267475.76,12,2026-09-17,
150,1299,Home Loan,2404000,9.32,156,26639.36,2022-12-17,2035-12-17,Closed,17,2022-12-12,2022-12-17,0.00,156,,
819,859,Gold Loan,573000,10.42,24,26552.26,2022-08-17,2024-08-17,Active,46,2022-07-22,2022-08-17,0.00,24,2024-09-17,
204,706,Personal Loan,678000,14.02,48,18534.15,2024-12-16,2028-12-16,Active,43,2024-11-19,2024-12-16,518956.20,20,2026-09-16,
706,533,Gold Loan,111000,13.79,36,3782.41,2024-04-19,2027-04-19,Active,22,2024-04-14,2024-04-19,30259.28,28,2026-09-19,
326,483,Car Loan,1368000,8.99,84,22002.92,2025-05-19,2032-05-19,Closed,22,2025-05-16,2025-05-19,0.00,84,,
197,1453,Home Loan,7791000,8.13,204,70587.98,2023-03-30,2040-03-30,Pending,,,2023-03-30,7791000,0,,
383,1199,Car Loan,2456000,7.78,84,38011.1,2025-11-17,2032-11-17,Approved,16,2025-11-15,2025-11-17,2850832.50,9,2026-09-17,
410,1270,Personal Loan,1257000,13.42,48,33984.78,2026-01-06,2030-01-06,Rejected,,,2026-01-06,0.00,0,,High existing liabilities
170,1106,Car Loan,1893000,7.58,48,45841.37,2025-02-26,2029-02-26,Active,40,2025-02-05,2025-02-26,1375241.10,18,2026-09-26,
819,312,Home Loan,5393000,8.96,228,49311.56,2025-11-05,2044-11-05,Active,7,2025-10-15,2025-11-05,10799231.64,9,2026-09-05,
706,954,Car Loan,1828000,10.02,84,30365.86,2022-04-11,2029-04-11,Active,31,2022-04-05,2022-04-11,971707.52,52,2026-09-11,
836,303,Gold Loan,369000,9.19,12,32302.12,2023-09-27,2024-09-27,Pending,,,2023-09-27,369000,0,,
6,162,Home Loan,1622000,9.21,180,16654.65,2022-01-17,2037-01-17,Active,55,2022-01-06,2022-01-17,2081831.25,55,2026-09-17,
714,500,Car Loan,2430000,10.66,36,79164.4,2023-02-02,2026-02-02,Rejected,,,2023-02-02,0.00,0,,Unstable employment history
295,397,Personal Loan,335000,15.69,36,11726.4,2026-05-28,2029-05-28,Active,58,2026-05-20,2026-05-28,386971.20,3,2026-09-28,
64,558,Car Loan,807000,9.66,36,25910.99,2022-06-17,2025-06-17,Active,63,2022-05-25,2022-06-17,0.00,36,2025-07-17,
861,1372,Business Loan,1280000,14.15,96,22344.93,2023-10-27,2031-10-27,Defaulted,94,2023-10-04,2023-10-27,1385385.66,34,2026-09-27,
984,656,Gold Loan,298000,13.64,48,8089.58,2024-10-11,2028-10-11,Active,91,2024-09-21,2024-10-11,210329.08,22,2026-09-11,
166,1389,Education Loan,105000,6.84,72,1782.09,2023-10-15,2029-10-15,Active,84,2023-10-11,2023-10-15,67719.42,34,2026-09-15,
988,422,Personal Loan,699000,11.05,72,13322.73,2023-04-05,2029-04-05,Defaulted,94,2023-03-15,2023-04-05,426327.36,40,2026-09-05,
636,881,Home Loan,7053000,9.42,240,65375.19,2025-12-30,2045-12-30,Pending,,,2025-12-30,7053000,0,,
658,322,Car Loan,1464000,10.55,84,24722.2,2021-10-13,2028-10-13,Closed,28,2021-10-12,2021-10-13,0.00,84,,
879,943,Education Loan,1919000,9.33,96,28443.35,2022-07-29,2030-07-29,Active,43,2022-07-12,2022-07-29,1336837.45,49,2026-09-29,
680,289,Car Loan,1872000,10.88,60,40589.88,2024-07-14,2029-07-14,Closed,72,2024-07-11,2024-07-14,0.00,60,,
752,207,Gold Loan,881000,8.8,48,21840.15,2022-02-24,2026-02-24,Active,41,2022-02-10,2022-02-24,0.00,48,2026-03-24,
395,777,Car Loan,1856000,8.67,60,38230.93,2024-11-02,2029-11-02,Closed,47,2024-10-20,2024-11-02,0.00,60,,
517,921,Home Loan,4592000,7.85,156,47055.16,2023-08-07,2036-08-07,Rejected,,,2023-08-07,0.00,0,,Eligibility criteria not met
97,591,Education Loan,1421000,7.72,180,13351.12,2025-02-26,2040-02-26,Active,32,2025-02-21,2025-02-26,2162881.44,18,2026-09-26,
287,674,Business Loan,2898000,13.43,84,53400.14,2026-06-05,2033-06-05,Active,21,2026-05-17,2026-06-05,4378811.48,2,2026-09-05,
970,376,Business Loan,2022000,15.12,72,42887.1,2026-03-14,2032-03-14,Closed,26,2026-02-14,2026-03-14,0.00,72,,
492,1038,Education Loan,852000,7.95,180,8117.58,2024-02-01,2039-02-01,Active,40,2024-01-18,2024-02-01,1217637.00,30,2026-09-01,
583,543,Personal Loan,106000,16.83,84,2155.79,2022-11-04,2029-11-04,Active,79,2022-10-18,2022-11-04,84075.81,45,2026-09-04,
808,854,Business Loan,1082000,11.64,36,35752.12,2023-10-10,2026-10-10,Active,28,2023-10-03,2023-10-10,71504.24,34,2026-09-10,
298,446,Home Loan,3214000,8.91,228,29285.93,2021-10-11,2040-10-11,Active,36,2021-09-25,2021-10-11,4978608.10,58,2026-09-11,
159,718,Gold Loan,388000,13.9,60,9007.98,2026-04-03,2031-04-03,Closed,4,2026-03-16,2026-04-03,0.00,60,,
464,99,Business Loan,2105000,9.5,96,31387.42,2022-03-18,2030-03-18,Closed,24,2022-03-15,2022-03-18,0.00,96,,
114,969,Personal Loan,926000,12.75,84,16720.16,2025-01-14,2032-01-14,Active,75,2024-12-31,2025-01-14,1086810.40,19,2026-09-14,
393,1015,Gold Loan,540000,11.84,12,47937.94,2025-06-05,2026-06-05,Active,72,2025-05-12,2025-06-05,0.00,12,2026-07-05,
853,1404,Education Loan,1477000,10.3,60,31600.35,2026-01-18,2031-01-18,Defaulted,91,2026-01-08,2026-01-18,1674818.55,7,2026-09-18,
580,1468,Home Loan,1569000,9.25,120,20088.33,2023-11-18,2033-11-18,Active,18,2023-10-31,2023-11-18,1747684.71,33,2026-09-18,
769,906,Personal Loan,247000,15.3,36,8598.67,2024-07-04,2027-07-04,Defaulted,21,2024-06-18,2024-07-04,94585.37,25,2026-09-04,
421,428,Car Loan,590000,7.6,36,18379.78,2022-07-25,2025-07-25,Active,71,2022-06-25,2022-07-25,0.00,36,2025-08-25,
640,1242,Business Loan,4495000,14.54,72,93927.54,2022-02-06,2028-02-06,Active,45,2022-01-27,2022-02-06,1690695.72,54,2026-09-06,
704,1177,Home Loan,5023000,8.77,204,47452.78,2023-05-30,2040-05-30,Active,74,2023-05-11,2023-05-30,7829708.70,39,2026-09-30,
35,699,Education Loan,925000,8.26,108,12167.34,2024-04-12,2033-04-12,Pending,,,2024-04-12,925000,0,,
658,1195,Personal Loan,467000,14.63,60,11019.4,2022-12-29,2027-12-29,Closed,50,2022-12-18,2022-12-29,0.00,60,,
915,812,Home Loan,5580000,8.69,228,50071.47,2022-09-16,2041-09-16,Active,86,2022-09-13,2022-09-16,9062936.07,47,2026-09-16,
658,322,Personal Loan,1030000,17.86,72,23410.58,2024-10-07,2030-10-07,Active,66,2024-09-17,2024-10-07,1170529.00,22,2026-09-07,
728,1028,Car Loan,1629000,11.47,60,35801.43,2022-03-17,2027-03-17,Pending,,,2022-03-17,1629000,0,,
622,296,Business Loan,2316000,11.43,72,44594.69,2026-06-13,2032-06-13,Active,39,2026-05-18,2026-06-13,3121628.30,2,2026-09-13,
816,459,Education Loan,253000,8.0,84,3943.31,2022-06-17,2029-06-17,Closed,56,2022-05-29,2022-06-17,0.00,84,,
82,206,Personal Loan,172000,11.2,12,15217.7,2024-07-14,2025-07-14,Closed,87,2024-06-25,2024-07-14,0.00,12,,
654,159,Gold Loan,399000,11.41,24,18672.57,2022-04-16,2024-04-16,Approved,87,2022-03-22,2022-04-16,0.00,24,2024-05-16,
505,460,Education Loan,1564000,7.04,72,26694.7,2024-03-04,2030-03-04,Active,89,2024-02-09,2024-03-04,1147872.10,29,2026-09-04,
505,632,Home Loan,4543000,8.65,132,53463.63,2026-05-23,2037-05-23,Active,75,2026-04-26,2026-05-23,6896808.27,3,2026-09-23,
420,572,Home Loan,6571000,8.84,192,64057.96,2026-06-02,2042-06-02,Approved,23,2026-05-27,2026-06-02,12171012.40,2,2026-09-02,
954,555,Home Loan,4864000,7.06,156,47731.8,2022-11-03,2035-11-03,Approved,98,2022-10-04,2022-11-03,5298229.80,45,2026-09-03,
260,105,Gold Loan,593000,11.02,24,27643.95,2021-11-29,2023-11-29,Closed,99,2021-11-05,2021-11-29,0.00,24,,
872,455,Home Loan,1546000,8.84,120,19450.46,2024-08-27,2034-08-27,Rejected,,,2024-08-27,0.00,0,,Unstable employment history
43,1007,Personal Loan,248000,15.29,24,12058.89,2022-05-18,2024-05-18,Closed,29,2022-05-07,2022-05-18,0.00,24,,
543,1278,Car Loan,806000,9.42,72,14697.16,2021-12-29,2027-12-29,Closed,2,2021-12-11,2021-12-29,0.00,72,,
528,20,Business Loan,923000,14.82,48,25603.64,2022-08-20,2026-08-20,Active,43,2022-08-10,2022-08-20,0.00,48,2026-09-20,
87,637,Personal Loan,803000,10.82,84,13673.44,2024-06-25,2031-06-25,Active,27,2024-06-08,2024-06-25,793059.52,26,2026-09-25,
770,358,Home Loan,6563000,8.99,192,64574.07,2022-06-23,2038-06-23,Active,96,2022-06-18,2022-06-23,9169517.94,50,2026-09-23,
238,177,Personal Loan,1092000,11.29,72,20947.78,2023-12-26,2029-12-26,Active,23,2023-12-25,2023-12-26,837911.20,32,2026-09-26,
915,1492,Home Loan,2052000,9.26,192,20526.3,2025-07-27,2041-07-27,Approved,90,2025-06-27,2025-07-27,3674207.70,13,2026-09-27,
11,1154,Business Loan,4941000,12.57,72,98068.33,2022-06-19,2028-06-19,Closed,11,2022-05-30,2022-06-19,0.00,72,,
547,121,Home Loan,1252000,8.48,168,12754.96,2025-01-28,2039-01-28,Active,89,2025-01-22,2025-01-28,1900489.04,19,2026-09-28,
272,584,Car Loan,2321000,9.03,72,41871.84,2025-02-03,2031-02-03,Pending,,,2025-02-03,2321000,0,,
928,1071,Car Loan,1616000,7.72,48,39239.23,2025-02-20,2029-02-20,Pending,,,2025-02-20,1616000,0,,
513,967,Personal Loan,1159000,16.57,24,57064.41,2021-12-10,2023-12-10,Active,6,2021-11-22,2021-12-10,0.00,24,2024-01-10,
889,383,Gold Loan,855000,9.33,12,74901.92,2025-08-22,2026-08-22,Approved,32,2025-08-14,2025-08-22,0.00,12,2026-09-22,
295,1047,Personal Loan,1308000,14.27,48,35920.44,2025-07-18,2029-07-18,Active,70,2025-07-17,2025-07-18,1257215.40,13,2026-09-18,
493,649,Gold Loan,925000,10.27,24,42799.42,2025-03-15,2027-03-15,Closed,70,2025-02-26,2025-03-15,0.00,24,,
303,560,Personal Loan,1367000,10.53,12,120518.24,2026-02-08,2027-02-08,Active,87,2026-01-10,2026-02-08,723109.44,6,2026-09-08,
912,974,Car Loan,1673000,8.56,36,52859.02,2022-03-14,2025-03-14,Rejected,,,2022-03-14,0.00,0,,High existing liabilities
499,643,Personal Loan,1234000,15.32,84,24034.28,2023-03-19,2030-03-19,Active,59,2023-02-26,2023-03-19,1033474.04,41,2026-09-19,
227,905,Personal Loan,256000,17.37,60,6413.3,2025-08-30,2030-08-30,Active,51,2025-08-24,2025-08-30,307838.40,12,2026-09-30,
42,1343,Education Loan,1141000,9.13,72,20640.83,2026-04-09,2032-04-09,Active,6,2026-03-25,2026-04-09,1403576.44,4,2026-09-09,
525,1291,Personal Loan,181000,16.27,60,4427.58,2022-05-05,2027-05-05,Active,16,2022-04-26,2022-05-05,39848.22,51,2026-09-05,
528,907,Home Loan,3212000,7.93,132,36545.47,2022-06-05,2033-06-05,Active,18,2022-06-04,2022-06-05,2996728.54,50,2026-09-05,
527,1165,Education Loan,1568000,9.29,132,19006.57,2021-11-29,2032-11-29,Defaulted,79,2021-11-15,2021-11-29,1425492.75,57,2026-09-29,
632,1472,Gold Loan,594000,10.32,12,52310.48,2021-11-28,2022-11-28,Active,74,2021-11-23,2021-11-28,0.00,12,2022-12-28,
786,221,Personal Loan,571000,16.39,12,51912.76,2025-11-09,2026-11-09,Active,97,2025-10-24,2025-11-09,155738.28,9,2026-09-09,
230,653,Car Loan,1221000,10.84,36,39881.52,2025-03-18,2028-03-18,Active,22,2025-02-16,2025-03-18,757748.88,17,2026-09-18,
577,1331,Personal Loan,538000,14.17,72,11134.92,2026-06-19,2032-06-19,Active,38,2026-06-16,2026-06-19,779444.40,2,2026-09-19,
462,401,Business Loan,3020000,9.39,108,41526.49,2025-03-05,2034-03-05,Closed,91,2025-02-27,2025-03-05,0.00,108,,
798,733,Personal Loan,1452000,13.94,84,27162.39,2021-11-22,2028-11-22,Active,15,2021-11-20,2021-11-22,733384.53,57,2026-09-22,
356,731,Car Loan,1444000,8.35,60,29521.59,2024-12-12,2029-12-12,Closed,65,2024-12-06,2024-12-12,0.00,60,,
790,1478,Home Loan,1814000,7.68,192,16439.34,2022-05-04,2038-05-04,Closed,59,2022-04-17,2022-05-04,0.00,192,,
8,1064,Education Loan,194000,7.24,60,3863.44,2024-01-17,2029-01-17,Defaulted,74,2024-01-07,2024-01-17,112039.76,31,2026-09-17,
168,981,Gold Loan,615000,13.2,12,54987.85,2023-12-05,2024-12-05,Active,2,2023-11-05,2023-12-05,0.00,12,2025-01-05,
248,1053,Car Loan,1888000,10.27,48,48129.74,2025-11-26,2029-11-26,Closed,92,2025-11-04,2025-11-26,0.00,48,,
524,547,Education Loan,706000,10.19,144,8514.93,2024-01-15,2036-01-15,Closed,20,2023-12-30,2024-01-15,0.00,144,,
545,149,Home Loan,7157000,9.34,180,74045.73,2024-11-28,2039-11-28,Active,46,2024-10-30,2024-11-28,11773271.07,21,2026-09-28,
651,1116,Business Loan,809000,15.44,84,15811.45,2021-09-17,2028-09-17,Active,27,2021-08-24,2021-09-17,395286.25,59,2026-09-17,
280,43,Personal Loan,852000,13.08,84,15536.63,2025-04-01,2032-04-01,Active,30,2025-03-10,2025-04-01,1056490.84,16,2026-09-01,
241,300,Personal Loan,1379000,17.67,84,28717.48,2022-06-18,2029-06-18,Closed,34,2022-06-16,2022-06-18,0.00,84,,
61,449,Gold Loan,973000,12.96,24,46239.91,2022-05-26,2024-05-26,Approved,74,2022-05-11,2022-05-26,0.00,24,2024-06-26,
965,1390,Education Loan,1549000,6.84,168,14353.27,2021-12-18,2035-12-18,Defaulted,27,2021-12-11,2021-12-18,1607566.24,56,2026-09-18,
908,35,Business Loan,4741000,10.27,48,120859.69,2021-08-30,2025-08-30,Rejected,,,2021-08-30,0.00,0,,Low credit score
76,268,Business Loan,3025000,14.85,36,104640.55,2022-04-02,2025-04-02,Active,77,2022-03-09,2022-04-02,0.00,36,2025-05-02,
451,721,Education Loan,1527000,7.78,96,21416.35,2024-12-30,2032-12-30,Closed,92,2024-12-26,2024-12-30,0.00,96,,
331,225,Car Loan,1754000,8.12,72,30856.18,2022-06-16,2028-06-16,Active,34,2022-05-24,2022-06-16,678835.96,50,2026-09-16,
720,827,Personal Loan,784000,10.93,24,36515.07,2024-02-04,2026-02-04,Active,4,2024-01-19,2024-02-04,0.00,24,2026-03-04,
965,1390,Personal Loan,757000,16.77,84,15369.45,2023-02-16,2030-02-16,Active,46,2023-02-11,2023-02-16,645516.90,42,2026-09-16,
656,571,Personal Loan,502000,11.28,72,9627.26,2022-11-30,2028-11-30,Pending,,,2022-11-30,502000,0,,
527,1165,Home Loan,7764000,8.42,192,73736.99,2022-01-04,2038-01-04,Rejected,,,2022-01-04,0.00,0,,High existing liabilities
447,1033,Car Loan,1738000,8.19,48,42584.84,2026-06-27,2030-06-27,Closed,37,2026-05-31,2026-06-27,0.00,48,,
410,91,Home Loan,2881000,9.13,204,27853.9,2021-12-10,2038-12-10,Closed,76,2021-11-29,2021-12-10,0.00,204,,
167,451,Car Loan,2232000,9.79,48,56384.45,2025-06-25,2029-06-25,Closed,21,2025-06-09,2025-06-25,0.00,48,,
966,190,Personal Loan,341000,14.47,12,30692.87,2023-09-30,2024-09-30,Pending,,,2023-09-30,341000,0,,
644,1308,Business Loan,4860000,11.28,96,77078.85,2021-11-27,2029-11-27,Active,48,2021-11-07,2021-11-27,3006075.15,57,2026-09-27,
43,1007,Car Loan,327000,11.37,48,8510.36,2024-08-23,2028-08-23,Active,46,2024-08-15,2024-08-23,204248.64,24,2026-09-23,
635,526,Car Loan,2196000,8.02,60,44547.98,2025-05-06,2030-05-06,Closed,1,2025-04-16,2025-05-06,0.00,60,,
378,476,Personal Loan,607000,15.4,48,17016.6,2023-11-03,2027-11-03,Active,24,2023-10-20,2023-11-03,255249.00,33,2026-09-03,
577,1331,Business Loan,4048000,14.11,72,83650.65,2021-09-21,2027-09-21,Active,63,2021-08-24,2021-09-21,1087458.45,59,2026-09-21,
823,1058,Education Loan,1677000,8.41,84,26481.95,2023-06-01,2030-06-01,Active,98,2023-05-15,2023-06-01,1218169.70,38,2026-09-01,
208,1485,Personal Loan,130000,12.13,60,2900.33,2022-11-16,2027-11-16,Active,96,2022-11-03,2022-11-16,43504.95,45,2026-09-16,
558,369,Education Loan,1499000,9.92,72,27709.8,2023-10-03,2029-10-03,Defaulted,57,2023-09-17,2023-10-03,1052972.40,34,2026-09-03,
803,1354,Personal Loan,1111000,14.7,48,30751.27,2023-09-05,2027-09-05,Defaulted,8,2023-08-19,2023-09-05,399766.51,35,2026-09-05,
472,1181,Business Loan,1227000,10.06,60,26106.36,2026-05-05,2031-05-05,Defaulted,68,2026-04-24,2026-05-05,1488062.52,3,2026-09-05,
618,353,Personal Loan,131000,10.81,48,3373.69,2025-08-15,2029-08-15,Pending,,,2025-08-15,131000,0,,
647,1227,Personal Loan,482000,14.77,48,13358.29,2025-07-25,2029-07-25,Active,21,2025-06-26,2025-07-25,467540.15,13,2026-09-25,
107,191,Personal Loan,591000,12.37,72,11668.19,2021-10-23,2027-10-23,Closed,8,2021-10-09,2021-10-23,0.00,72,,
735,220,Education Loan,1388000,10.06,132,17424.75,2026-06-28,2037-06-28,Closed,30,2026-06-23,2026-06-28,0.00,132,,
228,76,Business Loan,3823000,14.65,108,63906.92,2026-03-21,2035-03-21,Approved,62,2026-03-10,2026-03-21,6582412.76,5,2026-09-21,
813,1245,Gold Loan,574000,13.44,12,51386.68,2024-02-02,2025-02-02,Active,86,2024-01-06,2024-02-02,0.00,12,2025-03-02,
268,1103,Home Loan,3922000,9.42,132,47824.72,2024-10-19,2035-10-19,Active,28,2024-10-06,2024-10-19,5260719.20,22,2026-09-19,
583,873,Home Loan,5706000,7.41,120,67463.5,2022-04-08,2032-04-08,Defaulted,80,2022-03-27,2022-04-08,4587518.00,52,2026-09-08,
410,26,Home Loan,6651000,7.04,204,55999.16,2026-06-11,2043-06-11,Active,30,2026-06-02,2026-06-11,11311830.32,2,2026-09-11,
126,515,Gold Loan,720000,8.99,12,62961.72,2022-02-18,2023-02-18,Pending,,,2022-02-18,720000,0,,
586,575,Education Loan,1073000,9.51,72,19614.11,2024-04-24,2030-04-24,Rejected,,,2024-04-24,0.00,0,,Incomplete documentation
915,812,Education Loan,1346000,6.71,132,14446.17,2024-01-25,2035-01-25,Approved,63,2023-12-30,2024-01-25,1459063.17,31,2026-09-25,
329,966,Home Loan,1122000,8.55,180,11081.69,2022-02-28,2037-02-28,Closed,28,2022-02-25,2022-02-28,0.00,180,,
965,1390,Education Loan,1579000,9.68,168,17196.29,2024-06-03,2038-06-03,Closed,10,2024-05-23,2024-06-03,0.00,168,,
126,683,Education Loan,1505000,10.45,72,28224.12,2023-02-18,2029-02-18,Active,10,2023-01-22,2023-02-18,846723.60,42,2026-09-18,
51,529,Gold Loan,866000,9.9,12,76094.89,2023-12-10,2024-12-10,Active,4,2023-11-28,2023-12-10,0.00,12,2025-01-10,
479,1394,Business Loan,1252000,11.77,48,32828.75,2024-11-20,2028-11-20,Pending,,,2024-11-20,1252000,0,,
700,550,Business Loan,1035000,9.09,48,25800.27,2023-02-26,2027-02-26,Active,59,2023-02-19,2023-02-26,154801.62,42,2026-09-26,
949,1078,Education Loan,1278000,9.24,168,13585.31,2022-03-13,2036-03-13,Rejected,,,2022-03-13,0.00,0,,Unstable employment history
